lon,lat,UMONAT,UKATEGORIE,cluster
13.47224289,52.50826935000001,12,3,-1
13.53464084,52.452439459999994,12,2,-1
13.32177882,52.43347563999999,12,3,-1
13.125468260000002,52.45361617999999,12,3,-1
13.42507767,52.52814819999998,12,1,-1
13.43259573,52.52381836999999,12,3,-1
13.42127491,52.49308586,12,2,-1
13.43637251,52.48345923,12,3,-1
13.460384600000001,52.50889674999999,12,3,-1
13.577833940000001,52.45680071,12,3,-1
13.44225232,52.54679392999999,12,3,-1
13.3940032,52.59163817999999,12,2,-1
13.42959607,52.481351829999994,12,3,-1
13.30223816,52.54789185,12,3,-1
13.39902001,52.53908173999999,12,3,-1
13.30056107,52.50315602,12,2,-1
13.39547438,52.52893898000001,12,3,-1
13.31378039,52.47642556,12,3,-1
13.37689139,52.51776013999999,12,3,-1
13.408986080000002,52.53512985,12,3,-1
13.29737556,52.510600469999986,12,3,-1
13.44934237,52.47412765,12,3,-1
13.29200511,52.45451394999999,11,2,-1
13.27854121,52.42994805999999,12,2,-1
13.467790690000001,52.54633364,12,3,-1
13.40085093,52.38690776,12,3,-1
13.57440999,52.51311761,11,3,-1
13.22909101,52.42586787,12,2,-1
13.27776985,52.43191555999999,12,2,-1
13.42295865,52.486840889999996,12,3,-1
13.59176221,52.54497585999999,12,3,-1
13.23259903,52.53942847,12,2,-1
13.44756486,52.47793213,12,3,-1
13.36967575,52.534910829999994,12,3,-1
13.391163860000002,52.55028939,12,3,-1
13.42118011,52.46737389999999,11,3,-1
13.32030756,52.4843298,12,3,-1
13.392440000000002,52.572527359999995,12,3,-1
13.43005877,52.503472220000006,12,3,-1
13.571845,52.43025278999999,12,2,-1
13.52566811,52.45885405000001,11,3,-1
13.443845460000002,52.50008567,12,3,3
13.370570850000002,52.545506719999985,12,3,-1
13.30960036,52.583874869999995,12,3,-1
13.358573679999997,52.55416487000001,12,3,-1
13.39904874,52.53237995999999,12,3,0
13.349868400000002,52.535986409999985,12,3,-1
13.31866902,52.45442049,12,3,-1
13.5428179,52.435989440000014,12,3,-1
13.418266840000001,52.49574194,12,3,-1
13.17736162,52.547303079999985,12,3,-1
13.43794513,52.482871239999994,12,3,-1
13.38283137,52.50418125,12,3,-1
13.43000879,52.4697683,12,3,-1
13.338692280000002,52.46624791,12,3,-1
13.27344992,52.49996881,12,3,-1
13.38358985,52.53013849,12,3,-1
13.39642275,52.49132395,12,2,-1
13.439987370000003,52.47769014999999,11,3,-1
13.41711296,52.53287417,12,3,-1
13.38528932,52.52014867999999,12,3,-1
13.4324246,52.47014967999999,12,3,-1
13.34628313,52.49607773999999,12,2,-1
13.38745344,52.53350142000001,12,3,-1
13.47259981,52.50866037,12,3,-1
13.28592983,52.595132279999994,12,3,-1
13.41305236,52.50858392999999,12,3,-1
13.30073375,52.50321001999999,12,3,-1
13.26110303,52.43632537,12,3,-1
13.34331093,52.52641804999998,12,3,5
13.32637385,52.42772767999999,12,3,-1
13.333064790000002,52.49288180999999,12,3,-1
13.39721504,52.48387913999999,12,2,-1
13.33485298,52.58706691999999,12,3,-1
13.35453629,52.49718296000001,12,3,-1
13.57552638,52.44550501,12,3,-1
13.31953099,52.49969897,12,3,-1
13.28896465,52.443750539999996,11,3,-1
13.41670876,52.45518696999999,12,3,-1
13.390222530000003,52.585177419999994,11,2,-1
13.42970068,52.48636552,12,3,-1
13.3972856,52.57972658,12,2,-1
13.58740363,52.52262448999999,12,3,-1
13.513177610000001,52.50524061,12,3,-1
13.32989113,52.52453980999999,12,3,-1
13.39114199,52.51454916,12,3,-1
13.29857707,52.45764912999999,12,3,-1
13.31411359,52.4721202,12,3,-1
13.38937697,52.49596341000001,12,3,-1
13.47786412,52.51018936,11,3,-1
13.39813671,52.567551089999995,12,2,-1
13.51965164,52.50585929999999,12,3,-1
13.1934463,52.549058909999985,12,3,-1
13.40491439,52.534087719999995,12,3,-1
13.32363504,52.46498198999999,12,3,-1
13.379749760000001,52.52261416,12,3,-1
13.317841320000001,52.48800934999999,12,3,-1
13.47975866,52.51621365999999,11,3,-1
13.38902943,52.489787840000005,12,3,-1
13.43255313,52.55771837,12,3,-1
13.37685555,52.462070199999985,12,3,-1
13.60343529,52.54243404999999,12,3,-1
13.59899829,52.52825262000001,12,3,-1
13.52806849,52.55687855,12,3,-1
13.39885781,52.54247391,12,3,-1
13.45459483,52.47455955,10,3,-1
13.44258075,52.48040159,11,3,-1
13.41315591,52.54768283000001,11,3,-1
13.55596081,52.57028005,10,3,-1
13.52708647,52.49214567,11,2,-1
13.45904596,52.52929441,11,3,-1
13.59232889,52.46185771,11,3,-1
13.384794070000002,52.55074533999999,11,3,-1
13.33306642,52.46929332999999,11,3,-1
13.38533092,52.55031592999999,11,3,-1
13.316077430000002,52.50623803,10,3,-1
13.16022606,52.54857860999999,10,3,-1
13.52339093,52.50952456,11,3,-1
13.50582435,52.546505409999995,10,3,-1
13.37643947,52.510092629999995,11,3,-1
13.2053531,52.54177811,10,3,-1
13.308330820000002,52.50021351999999,10,3,-1
13.443708020000003,52.539541039999996,10,3,-1
13.43427703,52.46318897999999,11,3,-1
13.438155040000002,52.46707034999999,11,3,-1
13.3066448,52.55522513999998,11,3,-1
13.358996680000002,52.49832156999999,10,2,-1
13.28384485,52.58297666,11,3,-1
13.47800545,52.55568763,10,3,-1
13.46692237,52.52014127,11,3,-1
13.37567937,52.485037019999986,11,3,-1
13.32266058,52.48817396,11,3,-1
13.25291639,52.42585741,10,3,-1
13.35823008,52.56938717999999,11,3,-1
13.46715949,52.5079638,10,3,-1
13.400072790000001,52.52882024,10,3,-1
13.30241225,52.50686256999999,11,3,-1
13.368724940000002,52.58798054999999,11,3,-1
13.483574620000002,52.43127337999999,10,2,-1
13.4120663,52.53111379,10,3,-1
13.30942772,52.51115016,10,3,-1
13.39496255,52.52804733999999,10,3,-1
13.444917400000001,52.45297464,10,3,-1
13.35908649,52.53404817,11,3,-1
13.35963683,52.41906253999999,11,3,-1
13.52546916,52.48155077999999,10,3,-1
13.43460346,52.54960693,10,3,-1
13.18203255,52.48235189999999,10,2,-1
13.308524169999998,52.4441729,11,3,-1
13.40946721,52.52886778,10,2,-1
13.32552833,52.49806808999998,10,3,-1
13.313957290000001,52.57673185,11,3,-1
13.43846093,52.46720179,10,3,-1
13.62705147,52.446743469999994,11,2,-1
13.39505167,52.50306522,10,3,-1
13.58803638,52.44543781,11,3,-1
13.413553870000001,52.54764859999999,11,3,-1
13.41831032,52.51683091,10,3,-1
13.46114425,52.52974525999999,10,3,-1
13.40858975,52.524288629999994,10,3,-1
13.45781029,52.52903901,10,3,-1
13.31139652,52.593046239999985,10,3,-1
13.440295220000001,52.55603206999999,11,3,-1
13.336027530000003,52.51421851999999,11,3,-1
13.33740531,52.46259332000001,10,3,-1
13.43560483,52.54255903,11,3,-1
13.44203254,52.47391151000001,11,3,-1
13.36656166,52.563922080000005,11,3,-1
13.4137951,52.5423837,10,3,-1
13.57350027,52.54652869,11,3,-1
13.487003890000002,52.46552381,10,3,-1
13.31205674,52.50632134,10,3,-1
13.199532270000002,52.53488007999999,10,2,-1
13.493281,52.54485321999999,10,3,-1
13.415743170000002,52.52669911,11,3,-1
13.33873132,52.467439250000005,11,3,-1
13.38493317,52.53230241000001,11,3,-1
13.232404790000002,52.43764857999999,10,3,-1
13.46997986,52.50634013999999,10,3,-1
13.35972414,52.418908380000005,10,2,-1
13.31881632,52.51920785,11,3,-1
13.57123625,52.40151286999999,11,3,-1
13.40232939,52.56672750999999,10,2,-1
13.22798217,52.53792555999999,10,3,-1
13.30505126,52.49581389,11,3,-1
13.49093223,52.526553990000004,10,3,-1
13.37867873,52.57492395,10,3,-1
13.435544680000001,52.48069030999999,10,3,-1
13.28013138,52.51976110999999,10,3,-1
13.511730380000001,52.513140729999996,10,3,-1
13.35875652,52.59682299,11,3,-1
13.39440272,52.50691914000001,11,2,-1
13.34866832,52.53498653,10,3,-1
13.41029524,52.503784149999994,10,3,1
13.43752333,52.51105932999999,11,2,-1
13.46122677,52.50869461,11,3,-1
13.43434827,52.549705559999985,11,3,-1
13.34240298,52.505890650000005,10,3,-1
13.41884704,52.551151779999984,11,3,-1
13.42671293,52.56502994,11,3,-1
13.34492472,52.53907704,10,3,-1
13.4523427,52.52491756,10,3,-1
13.285030429999999,52.51872139000001,11,3,-1
13.47552167,52.50262243,11,3,-1
13.58687057,52.51231843000001,10,3,-1
13.379491,52.52340233,10,3,-1
13.44860032,52.48813052999999,10,2,-1
13.37273847,52.538405129999994,11,3,-1
13.376686470000001,52.50840008,11,3,-1
13.5188032,52.50933316999999,10,3,-1
13.36343586,52.478628369999996,10,3,-1
13.4368387,52.46516284999999,11,3,-1
13.437682950000001,52.50034192999999,10,3,-1
13.207954820000001,52.5576881,10,3,-1
13.37375783,52.524185939999995,11,3,-1
13.411013000000002,52.527874239999996,10,3,-1
13.30155862,52.49450268999998,11,3,-1
13.5883239,52.41858218,10,3,-1
13.47143742,52.53549986,11,3,-1
13.33809646,52.51960817,10,3,-1
13.44189408,52.501265149999995,11,3,3
13.41807035,52.54637037999999,10,3,-1
13.33111867,52.594816429999995,11,2,-1
13.22978282,52.430760469999996,11,3,-1
13.439651670000002,52.48153529,10,3,-1
13.29522835,52.5068658,10,3,-1
13.38512094,52.53113123,10,3,-1
13.40909382,52.50154896,11,3,-1
13.43794409,52.48809399000001,11,3,-1
13.177119550000002,52.52542344,10,3,-1
13.361540300000001,52.41241145999999,11,3,-1
13.426988720000002,52.56433822,11,2,-1
13.317295910000002,52.51216606,10,3,-1
13.60555366,52.48780172,10,3,-1
13.45951335,52.64604120999999,10,3,-1
13.33529722,52.47376289999999,11,3,-1
13.619928870000003,52.53953529,11,3,-1
13.347596240000001,52.50699080999999,10,3,-1
13.34670603,52.51942918999999,10,3,-1
13.30094947,52.50509561999999,11,3,-1
13.33886339,52.50268646,10,3,-1
13.43834645,52.482673459999994,10,3,-1
13.31852361,52.49192894000001,10,3,-1
13.38827762,52.52027790999998,10,3,-1
13.399409770000002,52.546436209999996,11,3,-1
13.2735327,52.541741740000006,10,3,-1
13.312288,52.43034985,11,3,-1
13.41747697,52.490567750000004,10,3,-1
13.25828718,52.568393329999985,11,2,-1
13.317295750000001,52.512166259999994,11,3,-1
13.49507671,52.421009999999995,11,3,-1
13.50536912,52.53455645999999,11,3,-1
13.36149085,52.49780742,10,3,-1
13.410928050000003,52.56117488,10,3,-1
13.23224473,52.43752978,10,3,-1
13.4598737,52.59353665999999,11,3,-1
13.354677760000001,52.5170378,11,3,-1
13.39438668,52.50701461999999,11,3,-1
13.402434850000002,52.492303609999986,10,2,-1
13.35020817,52.43420166999999,10,3,-1
13.505255090000002,52.56303168999999,11,3,-1
13.44701828,52.52077451000001,10,3,-1
13.38320282,52.55423838000001,10,3,-1
13.38541881,52.46712303999999,10,2,-1
13.41364978,52.50737212,10,3,-1
13.40445982,52.52332854000001,10,3,-1
13.36683149,52.55720856,11,3,-1
13.382712490000001,52.40435201,11,3,-1
13.64688936,52.52148421,11,3,-1
13.4930884,52.54441911,11,3,-1
13.43985456,52.47939464000001,11,3,-1
13.41431752,52.55389754999999,10,3,-1
13.345032700000003,52.495773539999995,10,3,-1
13.383425,52.49337219,11,3,-1
13.2743807,52.510662489999994,10,3,-1
13.35190339,52.49481148000001,11,3,-1
13.37711955,52.572190159999984,10,2,-1
13.39019445,52.50863689,10,3,-1
13.39838032,52.50705543,10,3,-1
13.42495357,52.480628929999995,11,3,-1
13.38740747,52.525420079999996,11,3,-1
13.37944503,52.40657924999999,10,3,-1
13.42105586,52.46720957,10,3,-1
13.34333848,52.473097149999994,11,3,-1
13.37775623,52.507881839999996,10,3,-1
13.52479973,52.53627875,10,3,-1
13.44567964,52.4991143,11,3,-1
13.48820744,52.502165139999995,10,2,-1
13.41326952,52.54870043999999,10,3,-1
13.43832435,52.51877649999999,10,3,-1
13.18496766,52.51553922999999,11,3,-1
13.39869632,52.532572869999996,11,2,0
13.32840339,52.4775249,11,3,-1
13.59322011,52.52179380999999,10,3,-1
13.37968987,52.5296076,11,3,-1
13.266188320000001,52.482753499999994,11,3,-1
13.3573383,52.553032,11,3,-1
13.49464139,52.50387002,10,3,-1
13.3195814,52.49210723000001,11,3,-1
13.44061142,52.517023269999996,10,3,-1
13.46675101,52.49736665999998,10,2,-1
13.24756105,52.52452466,10,3,-1
13.42560919,52.527518699999995,10,3,-1
13.38975201,52.49590982000001,10,3,-1
13.50177149,52.49820518000001,10,3,-1
13.57656296,52.51314651999999,10,3,-1
13.37394759,52.52092283999999,10,3,-1
13.28926249,52.418636029999995,10,3,-1
13.29145177,52.51149332999999,10,3,-1
13.21428777,52.558854939999996,10,2,-1
13.51305281,52.56798156999999,11,3,-1
13.41381244,52.56669519,10,3,-1
13.34334331,52.52718291,10,3,-1
13.32571375,52.49809143,10,3,-1
13.33272845,52.475338189999995,10,2,-1
13.43441683,52.49633222999999,11,3,-1
13.35385171,52.41985739,11,2,-1
13.32748998,52.524415659999995,11,3,-1
13.453698490000003,52.48874598999999,11,3,-1
13.38760043,52.53338954,10,3,-1
13.42225691,52.50547596999999,10,3,-1
13.36705253,52.49328964,11,3,-1
13.32532538,52.50304506,11,3,-1
13.37780061,52.46863263999999,11,3,-1
13.31249857,52.49925468,10,3,-1
13.50386022,52.497913960000005,10,3,-1
13.36248124,52.56886358999999,10,3,-1
13.38353201,52.493689679999996,10,3,-1
13.19449165,52.533648930000005,10,3,-1
13.28046123,52.63004865999999,11,2,-1
13.33219632,52.50617777,10,2,-1
13.32628004,52.5379432,10,3,-1
13.37940488,52.52943117999999,10,3,-1
13.57199561,52.49569536999999,11,3,-1
13.343188039999998,52.53167245,10,2,-1
13.394603090000002,52.465591249999996,10,3,-1
13.38428419,52.556075009999994,11,3,-1
13.51256724,52.483706449999985,11,2,-1
13.35601886,52.494584429999996,11,3,-1
13.31275145,52.506284169999994,10,2,-1
13.3878123,52.492772849999994,11,3,-1
13.429662730000002,52.47046645999999,10,3,-1
13.28539912,52.50736909,10,2,-1
13.61516734,52.429849669999996,10,2,-1
13.5998891,52.452237129999986,10,2,-1
13.427460010000003,52.48831907999999,11,3,-1
13.4535673,52.59199158,11,3,-1
13.51281196,52.44764903,10,2,-1
13.21182052,52.50509928,10,3,-1
13.57139954,52.54450181,11,3,-1
13.42552566,52.479349199999994,10,3,-1
13.32825216,52.53292594,10,3,-1
13.40503839,52.509350389999994,11,3,-1
13.57635319,52.492340739999996,10,3,-1
13.419555570000002,52.50606651,11,3,-1
13.3654905,52.49738973000001,10,3,-1
13.37302284,52.53821953,11,3,-1
13.30587649,52.62051649,10,3,-1
13.52705605,52.48656998,10,3,-1
13.40996824,52.51070032,11,3,-1
13.481297860000002,52.520733469999996,11,3,-1
13.53829067,52.55432327,10,3,-1
13.5220062,52.40231125999999,10,3,-1
13.417292280000002,52.60537846999999,10,3,-1
13.21921239,52.53716830999999,11,3,-1
13.44939541,52.41777603,10,2,-1
13.50203374,52.48217748,10,3,-1
13.29981862,52.496200699999996,11,3,-1
13.41045956,52.50380558,11,3,1
13.32688346,52.56252305,10,2,-1
13.36761603,52.51053921,10,3,-1
13.41728287,52.49240111999999,11,3,-1
13.41239279,52.53815466,10,3,-1
13.43189047,52.50578947999999,10,3,-1
13.43499839,52.43927951999999,10,3,-1
13.442384960000002,52.53987036,10,3,-1
13.33322134,52.48374419,11,3,-1
13.42510363,52.499669729999994,10,3,-1
13.44278161,52.46509517,11,3,-1
13.31445041,52.490386109999996,11,3,-1
13.40281311,52.52136297999999,11,3,-1
13.28697622,52.41784301999999,10,3,-1
13.42336766,52.56265021,10,3,-1
13.588644600000002,52.469933149999996,10,3,-1
13.34272054,52.52532857999999,11,3,-1
13.35958335,52.55419174,11,3,-1
13.58167423,52.44078389999999,11,3,-1
13.41673538,52.502236059999994,10,3,-1
13.33929188,52.46689658999999,10,3,-1
13.51704782,52.53554578,10,2,-1
13.41419034,52.50807515999999,11,3,-1
13.54899573,52.5342256,10,3,-1
13.404034130000001,52.491294109999984,11,3,-1
13.39449934,52.49175678999999,10,3,-1
13.35489984,52.543979289999996,10,3,-1
13.39439795,52.48611616,11,3,-1
13.38359693,52.55480556,11,3,-1
13.2948258,52.539630869999996,10,3,-1
13.28503731,52.52486411999999,10,3,-1
13.44397632,52.50013255999999,10,3,3
13.43049074,52.51102145,10,3,-1
13.24664808,52.613472319999985,11,3,-1
13.38886754,52.49917670000001,10,3,-1
13.31933651,52.50150633,11,3,-1
13.456485750000002,52.50752683999998,11,3,-1
13.3138242,52.48680894999998,11,3,-1
13.39847558,52.53254909999998,10,3,0
13.578041650000001,52.44730386999999,10,3,-1
13.45613832,52.509791379999996,10,2,-1
13.360788430000001,52.52690506,10,3,-1
13.45959461,52.51245245999999,11,3,2
13.42683416,52.49912849,11,3,-1
13.38646532,52.56740137999998,10,3,-1
13.34265841,52.425813250000004,10,3,-1
13.40429691,52.53312272,10,3,-1
13.34184864,52.43488300999999,11,3,-1
13.36314427,52.47610053999999,11,3,-1
13.39967654,52.49841434,10,3,-1
13.1300011,52.46430286,11,3,-1
13.36394343,52.50618885999999,11,3,-1
13.39629793,52.51739687,10,3,-1
13.42122594,52.509866039999984,10,3,-1
13.19695499,52.528305419999995,11,3,-1
13.56205527,52.43676466,11,3,-1
13.33808226,52.46683907,10,3,-1
13.40335406,52.53215748000001,10,2,-1
13.45907271,52.52605765,10,3,-1
13.263090170000002,52.54029923000001,11,2,-1
13.400282320000002,52.49026926,11,3,-1
13.388527160000002,52.526039129999994,11,2,-1
13.42072255,52.53347934,11,3,-1
13.147992120000001,52.53258104999999,10,3,-1
13.60207584,52.47447472999999,11,2,-1
13.439582830000003,52.4995511,10,3,-1
13.326236480000002,52.491191569999984,10,3,-1
13.35526872,52.41325916000001,10,2,-1
13.39586876,52.53822633999999,11,3,-1
13.38053237,52.52985879,11,3,-1
13.44054116,52.479504139999996,10,3,-1
13.24124407,52.44217291,10,2,-1
13.48671735,52.52072618,11,3,-1
13.40175543,52.52101142,11,3,-1
13.35893197,52.43182740000002,11,2,-1
13.499798100000001,52.40679479,10,3,-1
13.432670770000001,52.59601194,10,3,-1
13.2761239,52.514343630000006,11,3,-1
13.395858790000002,52.499028319999994,11,3,-1
13.60111714,52.479239179999986,11,3,-1
13.60207818,52.48331294,11,3,-1
13.33960672,52.52406361,11,3,-1
13.3269857,52.49943968,11,3,-1
13.41847201,52.55347237,11,3,-1
13.43360957,52.52290318000001,10,3,-1
13.19812472,52.555497079999995,10,3,-1
13.45256449,52.489937149999996,11,3,-1
13.3921113,52.42161887,10,3,-1
13.43965445,52.54774953999999,11,3,-1
13.64087694,52.38978173,10,3,-1
13.33434381,52.54114469000002,10,2,-1
13.38622122,52.490076339999995,10,3,-1
13.36977934,52.58939386,10,3,-1
13.313945090000002,52.49040801,11,3,-1
13.40532113,52.53852232999999,11,3,-1
13.39304236,52.564550170000004,10,3,-1
13.454888280000002,52.51914635,10,3,-1
13.30359868,52.512861879999996,11,3,-1
13.43142333,52.49238638999999,10,3,-1
13.38290715,52.49180749999999,11,2,-1
13.30725375,52.504796049999996,10,3,-1
13.625856280000002,52.52931276,10,3,-1
13.326868850000002,52.56252391,11,3,-1
13.33518949,52.46927123999998,10,3,-1
13.42347227,52.54311252000001,10,3,-1
13.631477530000002,52.39484495,10,3,-1
13.61183172,52.520973000000005,10,3,-1
13.49945868,52.52137667,10,2,-1
13.425773670000002,52.560386349999995,10,3,-1
13.47584562,52.53680533,11,3,-1
13.512010730000002,52.47070782999999,11,3,-1
13.5736468,52.45418988,10,3,-1
13.31525387,52.51457927,10,3,-1
13.45673769,52.50977655,11,3,-1
13.39750825,52.52873101,11,3,-1
13.56946997,52.444506849999996,11,3,-1
13.37752135,52.52223957999999,11,3,-1
13.36825168,52.52352722999999,10,3,-1
13.36110256,52.589698979999994,10,3,-1
13.3831005,52.43403914999999,11,3,-1
13.43338326,52.55302077999999,11,3,-1
13.60356326,52.47893317,11,2,-1
13.38976021,52.574296669999995,11,3,-1
13.41576152,52.52727298,10,3,-1
13.477959180000001,52.523002649999995,10,3,-1
13.48125326,52.53869517999999,10,3,-1
13.44810258,52.470547739999994,10,2,-1
13.6371038,52.44860768,11,3,-1
13.40014167,52.539426580000004,10,3,-1
13.33101817,52.494738190000014,10,3,-1
13.26135261,52.47914254999999,10,3,-1
13.28539402,52.59482019,11,3,-1
13.55959809,52.552394339999985,11,3,-1
13.47024945,52.55363618,10,3,-1
13.40666144,52.49844446,10,3,-1
13.3050707,52.51255491999999,11,3,-1
13.502576240000002,52.44719624999999,11,2,-1
13.46010575,52.43179425999998,11,3,-1
13.37658503,52.510166579999996,11,3,-1
13.58550709,52.50525497,10,3,-1
13.636951600000002,52.45080528,10,3,-1
13.33317954,52.53288097000001,11,3,-1
13.602116840000003,52.53601499999999,11,3,-1
13.42722266,52.49914507999999,10,3,-1
13.40309469,52.53371271000001,10,3,-1
13.42961433,52.50301621999999,10,3,-1
13.44415345,52.490595580000004,10,3,-1
13.36034021,52.5372443,11,3,-1
13.3164454,52.456667550000006,11,3,-1
13.39936879,52.49828639999999,10,3,-1
13.57714515,52.45584269999999,10,3,-1
13.3819707,52.39771025999999,11,3,-1
13.48463403,52.51397350999999,10,3,-1
13.58054915,52.45549844999999,10,3,-1
13.22982201,52.42773211,11,3,-1
13.363324,52.45592642,10,3,-1
13.41337354,52.50701314,10,2,-1
13.32825099,52.47883053999999,11,3,-1
13.39300642,52.5275198,10,3,-1
13.384653000000002,52.55600058,10,3,-1
13.302797420000001,52.509840679999996,10,3,-1
13.50515629,52.50916616,10,3,-1
13.24178119,52.50645688999999,10,2,-1
13.39148401,52.52208359000001,10,3,-1
13.32333336,52.492164470000006,11,3,-1
13.325884550000001,52.50001840999999,11,3,-1
13.325051620000002,52.50255298999999,10,3,-1
13.33575209,52.51348846999999,10,3,-1
13.42872195,52.48671553999999,11,3,-1
13.40822092,52.527252319999995,10,3,-1
13.392906030000002,52.527492719999984,10,3,-1
13.19416659,52.52210588999999,10,3,-1
13.35637821,52.55248195,10,3,-1
13.41713075,52.54122768,10,3,-1
13.37366753,52.55657113,11,3,-1
13.42792824,52.54551304,10,3,-1
13.36903454,52.49305197,10,3,-1
13.550469220000002,52.542937519999995,11,2,-1
13.402089270000001,52.52871956,11,3,-1
13.435678800000002,52.532490349999996,10,3,-1
13.31627577,52.49868503,10,3,-1
13.42869573,52.47900869000001,11,3,-1
13.427918830000001,52.54569971,11,3,-1
13.38899162,52.566899219999996,11,3,-1
13.29706399,52.530577029999996,11,3,-1
13.38929028,52.4960476,11,3,-1
13.40075759,52.52364119,10,3,-1
13.43188928,52.50565695000001,10,3,-1
13.55017018,52.49960842,10,3,-1
13.4089589,52.50414866,11,3,1
13.42620752,52.477410670000005,11,3,-1
13.32046957,52.44805,11,3,-1
13.378405340000002,52.43759604,10,3,-1
13.45148034,52.52038771000001,10,3,-1
13.30034921,52.59144917999999,10,3,-1
13.42785691,52.47393519999999,11,3,-1
13.35468102,52.55205942,11,3,-1
13.55931983,52.44658335999999,10,3,-1
13.34889069,52.45886846999999,11,3,-1
13.440468120000002,52.46737087999999,11,3,-1
13.44049365,52.54069706000001,10,3,-1
13.38540244,52.467122919999994,10,3,-1
13.56566499,52.52889357,10,3,-1
13.40537584,52.50826493999999,11,3,-1
13.47480431,52.50282231999999,10,3,-1
13.442304459999999,52.5008819,10,3,3
13.41966232,52.48983878999999,11,3,-1
13.31503289,52.50090722,10,3,-1
13.38392496,52.51688556999999,10,3,-1
13.440322490000002,52.50488452,10,3,-1
13.47586414,52.55042898,11,3,-1
13.55350079,52.50251989,10,3,-1
13.37009652,52.568915469999986,11,3,-1
13.36985077,52.58937295,11,2,-1
13.32824523,52.46721977,11,3,-1
13.402430740000002,52.53115217999999,10,2,-1
13.29335649,52.49744872,10,3,-1
13.52774151,52.48956900000001,11,2,-1
13.29228978,52.44141714,10,2,-1
13.52947007,52.42960666,10,3,-1
13.4372886,52.536265279999995,11,3,-1
13.3322879,52.576360789999995,10,3,-1
13.45828519,52.51268276,11,3,2
13.315132140000001,52.586378049999986,11,3,-1
13.392096060000002,52.55404983999998,10,3,-1
13.41742984,52.51297807,10,3,-1
13.41051805,52.51245795,10,3,-1
13.514044920000002,52.46234673,10,3,-1
13.45942158,52.56281635,11,3,-1
13.40977994,52.52401535999999,11,3,-1
13.47433443,52.504639329999996,11,3,-1
13.18365776,52.547661299999994,10,3,-1
13.42756038,52.56794173,10,3,-1
13.430626990000002,52.46867581999999,10,3,-1
13.3176479,52.50140992,11,3,-1
13.208461310000002,52.56161856999999,11,3,-1
13.381872850000002,52.53820816,10,3,-1
13.34526929,52.49199442,11,3,-1
13.35153634,52.50951353,11,3,-1
13.31746088,52.511961239999984,11,3,-1
13.49483432,52.54543035,11,3,-1
